X,Y,Settlement_mm
0.0,2.5516712629021,6.2004561244729866
0.25,2.5516712629021,6.191079618366016
0.5,2.5516712629021,6.161834104946596
0.75,2.5516712629021,6.108994332152334
1.0,2.5516712629021,6.024960928171231
1.25,2.5516712629021,5.896301287016506
1.5,2.5516712629021,5.703632292891153
1.788920676621459,2.5516712629021,5.414166570998454
2.1356254885672064,2.5516712629021,4.951631154739114
2.5516712629021,2.5516712629021,4.374939292764716
3.0509261921039674,2.5516712629021,3.7474821761856307
3.650032107146203,2.5516712629021,3.169445009843662
4.368959205196878,2.5516712629021,2.6638126023611237
5.231671722857682,2.5516712629021,2.2368207200990815
6.266926744050636,2.5516712629021,1.896773653158123
7.50923276948217,2.5516712629021,1.661919260158798
8.999999999999998,2.5516712629021,1.5691243783856381
0.0,3.0509261921039674,4.962383972707655
0.25,3.0509261921039674,4.95239690869439
0.5,3.0509261921039674,4.921780647647534
0.75,3.0509261921039674,4.86860165872426
1.0,3.0509261921039674,4.789937823627609
1.25,3.0509261921039674,4.683049571268119
1.5,3.0509261921039674,4.548214189990423
1.788920676621459,3.0509261921039674,4.356370268011168
2.1356254885672064,3.0509261921039674,4.0940997999511675
2.5516712629021,3.0509261921039674,3.747482176185631
3.0509261921039674,3.0509261921039674,3.3391497602251863
3.650032107146203,3.0509261921039674,2.9097585561437755
4.368959205196878,3.0509261921039674,2.500172473565848
5.231671722857682,3.0509261921039674,2.1351591314570175
6.266926744050636,3.0509261921039674,1.8342556727607362
7.50923276948217,3.0509261921039674,1.6217464398771135
8.999999999999998,3.0509261921039674,1.536816349749969
0.0,3.650032107146203,3.949148640393957
0.25,3.650032107146203,3.9411170916176266
0.5,3.650032107146203,3.9169436050387256
0.75,3.650032107146203,3.8764779686799327
1.0,3.650032107146203,3.8197340226367626
1.25,3.650032107146203,3.7471029234320046
1.5,3.650032107146203,3.659135702934398
1.788920676621459,3.650032107146203,3.541178757388788
2.1356254885672064,3.650032107146203,3.379644280942807
2.5516712629021,3.650032107146203,3.1694450098436615
3.0509261921039674,3.650032107146203,2.9097585561437755
3.650032107146203,3.650032107146203,2.6132410689549497
4.368959205196878,3.650032107146203,2.303964448565938
5.231671722857682,3.650032107146203,2.009151627867853
6.266926744050636,3.650032107146203,1.754745041670823
7.50923276948217,3.650032107146203,1.569661511531722
8.999999999999998,3.650032107146203,1.494559828971785
0.0,4.368959205196878,3.1464840058666987
0.25,4.368959205196878,3.1411801579497123
0.5,4.368959205196878,3.1253413901258567
0.75,4.368959205196878,3.099187639545011
1.0,4.368959205196878,3.063083312055928
1.25,4.368959205196878,3.0175372417194732
1.5,4.368959205196878,2.9633113696572626
1.788920676621459,4.368959205196878,2.890926573594245
2.1356254885672064,4.368959205196878,2.793059525875218
2.5516712629021,4.368959205196878,2.6638126023611237
3.0509261921039674,4.368959205196878,2.500172473565848
3.650032107146203,4.368959205196878,2.303964448565938
4.368959205196878,4.368959205196878,2.085090714835282
5.231671722857682,4.368959205196878,1.8618665198506217
6.266926744050636,4.368959205196878,1.65855812119677
7.50923276948217,4.368959205196878,1.5050596425425533
8.999999999999998,4.368959205196878,1.4415603670959198
0.0,5.231671722857682,2.527011323815257
0.25,5.231671722857682,2.5238350217658394
0.5,5.231671722857682,2.5143534701504753
0.75,5.231671722857682,2.4987078709845507
1.0,5.231671722857682,2.477133303856116
1.25,5.231671722857682,2.4499551231441474
1.5,5.231671722857682,2.417561478525129
1.788920676621459,5.231671722857682,2.374335140059891
2.1356254885672064,5.231671722857682,2.315390206713255
2.5516712629021,5.231671722857682,2.2368207200990815
3.0509261921039674,5.231671722857682,2.1351591314570175
3.650032107146203,5.231671722857682,2.0091516278678525
4.368959205196878,5.231671722857682,1.8618665198506217
5.231671722857682,5.231671722857682,1.7030151161287381
6.266926744050636,5.231671722857682,1.5503167466243495
7.50923276948217,5.231671722857682,1.4301149639567365
8.999999999999998,5.231671722857682,1.3792443489541437
0.0,6.266926744050636,2.0690919191322137
0.25,6.266926744050636,2.0672417429000154
0.5,6.266926744050636,2.0617155119213035
0.75,6.266926744050636,2.052585739890805
1.0,6.266926744050636,2.03997124179688
1.25,6.266926744050636,2.02403198841038
1.5,6.266926744050636,2.0049707831501777
1.788920676621459,6.266926744050636,1.979377918177786
2.1356254885672064,6.266926744050636,1.944235741271355
2.5516712629021,6.266926744050636,1.8967736531581227
3.0509261921039674,6.266926744050636,1.8342556727607362
3.650032107146203,6.266926744050636,1.7547450416708232
4.368959205196878,6.266926744050636,1.6585581211967697
5.231671722857682,6.266926744050636,1.5503167466243493
6.266926744050636,6.266926744050636,1.4413695210298856
7.50923276948217,6.266926744050636,1.3520884375299385
8.999999999999998,6.266926744050636,1.31339983838126
0.0,7.50923276948217,1.769458334602503
0.25,7.50923276948217,1.7683257534544021
0.5,7.50923276948217,1.7649403520068896
0.75,7.50923276948217,1.7593388460681698
1.0,7.50923276948217,1.7515816404807443
1.25,7.50923276948217,1.7417507424936247
1.5,7.50923276948217,1.7299469632645854
1.788920676621459,7.50923276948217,1.7140210454832217
2.1356254885672064,7.50923276948217,1.691982191210084
2.5516712629021,7.50923276948217,1.661919260158798
3.0509261921039674,7.50923276948217,1.6217464398771133
3.650032107146203,7.50923276948217,1.5696615115317223
4.368959205196878,7.50923276948217,1.5050596425425535
5.231671722857682,7.50923276948217,1.4301149639567363
6.266926744050636,7.50923276948217,1.3520884375299382
7.50923276948217,7.50923276948217,1.2860996578321637
8.999999999999998,7.50923276948217,1.2569368214296213
0.0,8.999999999999998,1.6544372015671578
0.25,8.999999999999998,1.6535471512840678
0.5,8.999999999999998,1.6508856632201623
0.75,8.999999999999998,1.6464786005373209
1.0,8.999999999999998,1.6403685450234762
1.25,8.999999999999998,1.6326130640329735
1.5,8.999999999999998,1.623284412705965
1.788920676621459,8.999999999999998,1.6106647038932258
2.1356254885672064,8.999999999999998,1.593143914654702
2.5516712629021,8.999999999999998,1.5691243783856381
3.0509261921039674,8.999999999999998,1.5368163497499692
3.650032107146203,8.999999999999998,1.494559828971785
4.368959205196878,8.999999999999998,1.4415603670959198
5.231671722857682,8.999999999999998,1.3792443489541437
6.266926744050636,8.999999999999998,1.31339983838126
7.50923276948217,8.999999999999998,1.2569368214296213
8.999999999999998,8.999999999999998,1.2317630237786321
